ALCHEMY_SCORE,ALCHEMY_TEXT,YEAR,MONTH,DAY,HOUR,MINUTE,SECOND,SEQNO,IMAGEBOX,STATUS,STATUSINFO,TOTALTRANSACTIONS,URL,USAGE,VISUAL_IMAGE,_ID,_REV
,NO_TAGS,2016,03,31,06,40,37,127-01,52x38+290+92,,,,,,20160331064037-127-01.jpg,20160331064037-127-01,1-2dd14bdc911677a76a129751cbdd7cc6
,NO_TAGS,2016,03,30,20,01,33,92-00,400x360+116+118,,,,,,20160330200133-92-00.jpg,20160330200133-92-00,1-53f851e4e0b31be8be1f0485d8435cb4
,NO_TAGS,2016,03,31,07,31,08,146-00,638x230+-16+128,,,,,,20160331073108-146-00.jpg,20160331073108-146-00,1-1bb5e059a7337d0c9506e33b50ea9a13
,NO_TAGS,2016,03,30,19,59,08,91-01,512x260+40+118,,,,,,20160330195908-91-01.jpg,20160330195908-91-01,1-3056a022564b1e76f1d0f00741378906
0.549834,person,2016,03,30,18,58,08,54-00,46x58+208+218,,,,,,20160330185808-54-00.jpg,20160330185808-54-00,1-9a63f1b24006029f4156b4e2ed966e80
,NO_TAGS,2016,03,30,20,44,17,103-00,24x114+398+168,,,,,,20160330204417-103-00.jpg,20160330204417-103-00,1-54e59a555ee51d754fe438813fbbf46c
,NO_TAGS,2016,03,31,06,46,44,129-01,292x478+54+0,,,,,,20160331064644-129-01.jpg,20160331064644-129-01,1-a96cfe6b2c0915a6b47f7355ab661119
0.967705,person,2016,03,30,20,32,11,100-01,374x428+104+40,,,,,,20160330203211-100-01.jpg,20160330203211-100-01,1-b44fca096be09a4c6000c17b3821d976
,NO_TAGS,2016,03,30,20,09,21,95-01,88x104+128+322,,,,,,20160330200921-95-01.jpg,20160330200921-95-01,1-9bbcd51697d7d055cc1731c1077f99f3
0.960834,person,2016,03,31,07,33,55,147-01,638x478+1+0,,,,,,20160331073355-147-01.jpg,20160331073355-147-01,1-cd683ca2da69addbba24488647d125bb
0.475021,person,2016,03,30,19,03,31,55-00,384x184+116+168,,,,,,20160330190331-55-00.jpg,20160330190331-55-00,1-f32d251a762e405281b47bc2d3ad77c2
0.622459,person,2016,03,31,07,17,27,139-01,404x330+104+72,,,,,,20160331071727-139-01.jpg,20160331071727-139-01,1-7f90f76f6bf298cb75c87d2e3608ba26
,NO_TAGS,2016,03,30,21,04,28,108-00,46x58+398+292,,,,,,20160330210428-108-00.jpg,20160330210428-108-00,1-63ee73a2c6101c4c02d0becc82299801
0.310026,person,2016,03,31,07,40,18,148-00,552x476+46+2,,,,,,20160331074018-148-00.jpg,20160331074018-148-00,1-c8791201cc0e97c5bf69063a389a244a
,NO_TAGS,2016,03,31,07,44,19,150-00,36x74+392+360,,,,,,20160331074419-150-00.jpg,20160331074419-150-00,1-fd5ec80d19bb064cc2541b2926eeb0dd
0.268941,person,2016,03,30,19,19,40,61-00,28x100+226+126,,,,,,20160330191940-61-00.jpg,20160330191940-61-00,1-f8075f424a131b3f0c1dc187ee7b0250
,,2016,03,31,13,17,48,17-01,60x80+358+138,ERROR,cannot-analyze:downstream-issue,,,By accessing AlchemyAPI or using information generated by AlchemyAPI, you are agreeing to be bound by the AlchemyAPI Terms of Use: http://www.alchemyapi.com/company/terms.html,,20160331131748-17-01,1-c4bf265b157c439a1bde86df36303afa
,,2016,03,31,13,18,26,18-01,54x54+356+158,OK,,4,,By accessing AlchemyAPI or using information generated by AlchemyAPI, you are agreeing to be bound by the AlchemyAPI Terms of Use: http://www.alchemyapi.com/company/terms.html,,20160331131826-18-01,1-6772e9f150ed8d622bf51a979cededf6
,NO_TAGS,2016,03,31,06,47,42,130-00,50x94+398+294,,,,,,20160331064742-130-00.jpg,20160331064742-130-00,1-07a7099c691ca0dee0f41e28f7d4e0f1
,NO_TAGS,2016,03,30,20,47,49,106-00,470x168+82+156,,,,,,20160330204749-106-00.jpg,20160330204749-106-00,1-1080a79b3495a0a80fec564e55d74e44
0.268941,person,2016,03,30,20,43,42,102-01,390x234+118+128,,,,,,20160330204342-102-01.jpg,20160330204342-102-01,1-8e4d035bb9728a5106f664ddc2415d8f
,NO_TAGS,2016,03,30,22,19,06,114-00,48x44+404+230,,,,,,20160330221906-114-00.jpg,20160330221906-114-00,1-2112dafd976424177eaf79a4c2b33ace
,NO_TAGS,2016,03,30,21,53,27,109-01,70x52+442+426,,,,,,20160330215327-109-01.jpg,20160330215327-109-01,1-d1304c41567ad780a54876fe09271ccb
0.908877,person,2016,03,30,19,25,07,64-01,232x478+226+0,,,,,,20160330192507-64-01.jpg,20160330192507-64-01,1-99d295203f0a47d99497631e6cf68946
,NO_TAGS,2016,03,31,07,56,20,154-01,56x164+82+214,,,,,,20160331075620-154-01.jpg,20160331075620-154-01,1-f3791ce5e2885eea2f9709be2cba6cfe
,NO_TAGS,2016,03,31,06,56,37,133-00,44x40+294+90,,,,,,20160331065637-133-00.jpg,20160331065637-133-00,1-e6d71942d16bc07d75616d5117518d16
,NO_TAGS,2016,03,31,06,28,10,124-00,58x64+288+78,,,,,,20160331062810-124-00.jpg,20160331062810-124-00,1-7ad515a22a462c6dad257b36f2589000
0.622459,person,2016,03,30,19,26,12,65-01,26x110+260+344,,,,,,20160330192612-65-01.jpg,20160330192612-65-01,1-d04daec1a72f49c9f3fbf6a660b20fad
,NO_TAGS,2016,03,31,09,00,09,173-00,518x258+72+132,,,,,,20160331090009-173-00.jpg,20160331090009-173-00,1-cfb76d953cdde2a44bb08acef44ea67a
,NO_TAGS,2016,03,31,08,02,52,158-00,138x84+436+358,,,,,,20160331080252-158-00.jpg,20160331080252-158-00,1-2b7552f95135af4afbe8683371a71314
,NO_TAGS,2016,03,30,21,54,41,110-01,38x64+406+232,,,,,,20160330215441-110-01.jpg,20160330215441-110-01,1-13b91ab363ce4fb3b0e078daa0ac97fa
,NO_TAGS,2016,03,31,08,04,06,159-01,582x108+46+224,,,,,,20160331080406-159-01.jpg,20160331080406-159-01,1-89e33ba8b8f7c40b1e49fddf17ff733b
,NO_TAGS,2016,03,31,06,59,37,135-01,42x88+256+382,,,,,,20160331065937-135-01.jpg,20160331065937-135-01,1-c88419e4490eb586fdd81d4de460be9a
,NO_TAGS,2016,03,31,03,28,40,116-00,270x478+172+0,,,,,,20160331032840-116-00.jpg,20160331032840-116-00,1-4bf498059bcdfcc426cf0b93e017ae50
0.845535,person,2016,03,31,07,23,22,142-00,328x400+214+40,,,,,,20160331072322-142-00.jpg,20160331072322-142-00,1-1351e96ae4b7987db3c9e15cc1073cfe
0.947846,person,2016,03,30,19,35,49,74-01,78x64+422+384,,,,,,20160330193549-74-01.jpg,20160330193549-74-01,1-15f8811d17ec3e97d86777191429cadc
,NO_TAGS,2016,03,31,08,05,17,160-01,596x310+59+144,,,,,,20160331080517-160-01.jpg,20160331080517-160-01,1-bd67acc8c57faf2c8d49d36066c28783
,NO_TAGS,2016,03,31,09,10,14,176-01,30x88+400+272,,,,,,20160331091014-176-01.jpg,20160331091014-176-01,1-1f862d4036a4a018f9fcc900b878fd51
,NO_TAGS,2016,03,31,07,59,35,156-00,130x114+398+218,,,,,,20160331075935-156-00.jpg,20160331075935-156-00,1-680c7060580daf95da4328ba50634b9b
0.28905,person,2016,03,30,22,11,22,112-00,68x478+362+0,,,,,,20160330221122-112-00.jpg,20160330221122-112-00,1-1dbed88497584280a37517b93a70c28d
,NO_TAGS,2016,03,31,07,51,52,153-01,28x74+80+224,,,,,,20160331075152-153-01.jpg,20160331075152-153-01,1-eb2aa5ebab7622383d503c8fcbfcc62a
,NO_TAGS,2016,03,31,10,08,50,184-00,68x48+402+286,,,,,,20160331100850-184-00.jpg,20160331100850-184-00,1-7509ca8bda65b6303412cde37746fc72
0.574443,person,2016,03,30,19,50,18,88-00,40x94+354+120,,,,,,20160330195018-88-00.jpg,20160330195018-88-00,1-caf55a5c241d5557f0026a7d92ca03b9
,NO_TAGS,2016,03,31,08,42,07,165-01,32x70+78+224,,,,,,20160331084207-165-01.jpg,20160331084207-165-01,1-e67ee459c9583c017e43239d86bf98ec
,NO_TAGS,2016,03,30,22,27,17,115-01,100x104+340+154,,,,,,20160330222717-115-01.jpg,20160330222717-115-01,1-bc48327d17765497edead017b0811c27
0.425557,person,2016,03,31,10,10,27,185-00,610x334+18+82,,,,,,20160331101027-185-00.jpg,20160331101027-185-00,1-0c75e13589290adc1b92798be35782d9
,NO_TAGS,2016,03,31,08,00,25,157-01,58x70+480+370,,,,,,20160331080025-157-01.jpg,20160331080025-157-01,1-a4f8bf11a4614f8382f867fc3739351a
0.574443,person,2016,03,31,07,27,59,144-00,506x478+12+0,,,,,,20160331072759-144-00.jpg,20160331072759-144-00,1-5e80e701e72e9fd1aa297c00cc45a614
,NO_TAGS,2016,03,31,08,28,09,162-01,44x48+98+294,,,,,,20160331082809-162-01.jpg,20160331082809-162-01,1-7876c5ea1838f20cbdb8d6d03c55556c
,NO_TAGS,2016,03,31,07,01,18,137-00,36x44+398+332,,,,,,20160331070118-137-00.jpg,20160331070118-137-00,1-21ab63778a6782eb0d24e8ebd969539a
,NO_TAGS,2016,03,31,06,11,24,117-00,634x478+5+0,,,,,,20160331061124-117-00.jpg,20160331061124-117-00,1-4c485ef8b89579a285b8bf24b561a2a8
,NO_TAGS,2016,03,31,09,09,26,175-01,40x54+258+414,,,,,,20160331090926-175-01.jpg,20160331090926-175-01,1-f476e56253b51a8818804b52ccc0b4e6
0.331812,person,2016,03,31,08,44,30,166-01,496x454+70+24,,,,,,20160331084430-166-01.jpg,20160331084430-166-01,1-1b2c23670789558740e9a3d5dbcf2731
,NO_TAGS,2016,03,31,07,28,52,145-00,638x424+6+30,,,,,,20160331072852-145-00.jpg,20160331072852-145-00,1-63b5d8412aa982ea2e3e9f81e5dc0c62
,NO_TAGS,2016,03,31,10,31,02,191-01,16x98+232+162,,,,,,20160331103102-191-01.jpg,20160331103102-191-01,1-c072946fa5e83095b879b2bf2c051e63
,NO_TAGS,2016,03,31,09,05,59,174-00,62x80+76+268,,,,,,20160331090559-174-00.jpg,20160331090559-174-00,1-465294ff8b97ede0131e6c698a3ef07c
,NO_TAGS,2016,03,31,09,23,09,180-01,46x94+236+308,,,,,,20160331092309-180-01.jpg,20160331092309-180-01,1-fcf67f872519a787745bc585edd9b2d8
0.425557,room,2016,03,31,06,13,31,118-00,158x378+336+12,,,,,,20160331061331-118-00.jpg,20160331061331-118-00,1-323f8da8fbf6df9b299ef0d3ba28c0cb
,NO_TAGS,2016,03,31,07,47,54,151-01,42x84+408+376,,,,,,20160331074754-151-01.jpg,20160331074754-151-01,1-093f05b2d8abf27304c33b03c24ff5f1
,NO_TAGS,2016,03,31,11,07,25,194-01,606x248+-2+178,,,,,,20160331110725-194-01.jpg,20160331110725-194-01,1-c5307c732fd7f0597605cec40fe122be
,NO_TAGS,2016,03,31,08,28,39,163-00,44x64+100+296,,,,,,20160331082839-163-00.jpg,20160331082839-163-00,1-f4901e4379a8b90ff609aa5dfeb1f58c
,NO_TAGS,2016,03,31,09,20,58,179-00,120x106+230+372,,,,,,20160331092058-179-00.jpg,20160331092058-179-00,1-bb1da440afcc8c7371810186f1f55d9f
,NO_TAGS,2016,03,31,10,15,26,190-01,122x144+244+264,,,,,,20160331101526-190-01.jpg,20160331101526-190-01,1-c96288376ded046e9d844165021b6e1b
,NO_TAGS,2016,03,31,08,32,07,164-01,44x88+110+292,,,,,,20160331083207-164-01.jpg,20160331083207-164-01,1-9669f1f2187ccebec79e5eb358ec01ea
,NO_TAGS,2016,03,31,08,45,50,168-00,52x104+412+218,,,,,,20160331084550-168-00.jpg,20160331084550-168-00,1-1226c3ef348369f7cda52225df5fd1c6
0.268941,person,2016,03,31,11,29,54,212-00,48x400+402+0,,,,,,20160331112954-212-00.jpg,20160331112954-212-00,1-faa379a1d0e7a9afc05e1b7e94ff847b
,NO_TAGS,2016,03,31,10,51,26,192-01,64x44+416+286,,,,,,20160331105126-192-01.jpg,20160331105126-192-01,1-f35ee1f15dbe13b74291df6345ff7124
,NO_TAGS,2016,03,31,10,12,17,186-00,184x124+64+318,,,,,,20160331101217-186-00.jpg,20160331101217-186-00,1-11910375ab95d29206671e559b19aeb0
,NO_TAGS,2016,03,31,06,38,04,126-01,556x354+8+12,,,,,,20160331063804-126-01.jpg,20160331063804-126-01,1-64cfad851ee4b464e6cb0cb2e09b32b0
,NO_TAGS,2016,03,31,12,04,36,229-01,44x44+476+434,,,,,,20160331120436-229-01.jpg,20160331120436-229-01,1-16e45958c187dcbaf823ae10661bcd2d
,NO_TAGS,2016,03,31,10,13,31,188-01,400x410+120+68,,,,,,20160331101331-188-01.jpg,20160331101331-188-01,1-1fc2230a333f154841d27e7058e73015
,NO_TAGS,2016,03,31,08,44,59,167-00,614x412+22+66,,,,,,20160331084459-167-00.jpg,20160331084459-167-00,1-2e8b8e5373d8d43aeef97eb18b99e204
,NO_TAGS,2016,03,31,11,24,42,207-01,56x158+416+200,,,,,,20160331112442-207-01.jpg,20160331112442-207-01,1-f2ea2a6c7764775c8e8d84f4fe64b8aa
,NO_TAGS,2016,03,31,08,51,35,170-00,568x158+-12+188,,,,,,20160331085135-170-00.jpg,20160331085135-170-00,1-16107027bdd3fa2fd1c08fdfd8d329bd
,NO_TAGS,2016,03,31,11,17,25,204-00,122x138+410+330,,,,,,20160331111725-204-00.jpg,20160331111725-204-00,1-515bb77c167cd3f279a81709321612ed
,NO_TAGS,2016,03,31,08,50,07,169-01,358x346+56+132,,,,,,20160331085007-169-01.jpg,20160331085007-169-01,1-9b007386837b7d8c2eec656e6581cfea
,NO_TAGS,2016,03,31,06,53,47,131-00,634x478+2+0,,,,,,20160331065347-131-00.jpg,20160331065347-131-00,1-9ea41f732ead22a3839a5b5f4c44517c
,NO_TAGS,2016,03,31,11,10,45,199-01,60x44+394+222,,,,,,20160331111045-199-01.jpg,20160331111045-199-01,1-85f2cefa9cc61d600afda3cee9674fb3
0.377541,person,2016,03,31,11,30,52,213-00,114x478+384+0,,,,,,20160331113052-213-00.jpg,20160331113052-213-00,1-9beeb34b88e9ca653933da70b6156b2d
,NO_TAGS,2016,03,31,08,52,59,172-01,60x64+378+406,,,,,,20160331085259-172-01.jpg,20160331085259-172-01,1-60c11c5921a3272cc84ddc3f42263a0c
,,2016,03,31,13,07,01,08-01,54x34+154+156,OK,,4,,By accessing AlchemyAPI or using information generated by AlchemyAPI, you are agreeing to be bound by the AlchemyAPI Terms of Use: http://www.alchemyapi.com/company/terms.html,,20160331130701-08-01,1-f630dd3d0e996bb37a32f48f44030cfe
,,2016,03,31,12,59,45,03-00,40x184+234+60,OK,,4,,By accessing AlchemyAPI or using information generated by AlchemyAPI, you are agreeing to be bound by the AlchemyAPI Terms of Use: http://www.alchemyapi.com/company/terms.html,,20160331125945-03-00,1-a682d6dda7a7704559fa07423f59c608
,,2016,03,31,13,21,14,20-00,46x404+414+0,OK,,4,,By accessing AlchemyAPI or using information generated by AlchemyAPI, you are agreeing to be bound by the AlchemyAPI Terms of Use: http://www.alchemyapi.com/company/terms.html,,20160331132114-20-00,1-e24a5c49aa957902d73b50703c7ca396
,,2016,03,31,13,02,44,04-00,98x18+276+190,OK,,4,,By accessing AlchemyAPI or using information generated by AlchemyAPI, you are agreeing to be bound by the AlchemyAPI Terms of Use: http://www.alchemyapi.com/company/terms.html,,20160331130244-04-00,1-d8a38c78e49dc41de5e79480ad8b3617
,,2016,03,31,13,07,47,10-01,64x74+368+78,OK,,4,,By accessing AlchemyAPI or using information generated by AlchemyAPI, you are agreeing to be bound by the AlchemyAPI Terms of Use: http://www.alchemyapi.com/company/terms.html,,20160331130747-10-01,1-e31018df57cab3639cbfaa01b94b0a9b
,,2016,03,31,13,17,18,16-00,58x64+348+158,OK,,4,,By accessing AlchemyAPI or using information generated by AlchemyAPI, you are agreeing to be bound by the AlchemyAPI Terms of Use: http://www.alchemyapi.com/company/terms.html,,20160331131718-16-00,1-369aa0fa9936909af0326ee96bc722c6
,,2016,03,31,13,03,33,05-01,410x168+90+94,OK,,4,,By accessing AlchemyAPI or using information generated by AlchemyAPI, you are agreeing to be bound by the AlchemyAPI Terms of Use: http://www.alchemyapi.com/company/terms.html,,20160331130333-05-01,1-95e2a706e144ce106521e90c34eeacc2
,,2016,03,31,13,06,31,07-00,124x464+276+14,OK,,4,,By accessing AlchemyAPI or using information generated by AlchemyAPI, you are agreeing to be bound by the AlchemyAPI Terms of Use: http://www.alchemyapi.com/company/terms.html,,20160331130631-07-00,1-d6e21474d04252bdbb9ec0b2999efc7c
,,2016,03,31,13,21,57,21-01,202x380+208+80,OK,,4,,By accessing AlchemyAPI or using information generated by AlchemyAPI, you are agreeing to be bound by the AlchemyAPI Terms of Use: http://www.alchemyapi.com/company/terms.html,,20160331132157-21-01,1-c6cc3df30db1b1928e21f9f054141506
,,2016,03,31,13,08,09,11-01,44x70+424+120,OK,,4,,By accessing AlchemyAPI or using information generated by AlchemyAPI, you are agreeing to be bound by the AlchemyAPI Terms of Use: http://www.alchemyapi.com/company/terms.html,,20160331130809-11-01,1-e6ac3609cfdb71dda6a62a3efc2708ba
,,2016,03,31,12,57,03,01-01,50x144+212+154,OK,,4,,By accessing AlchemyAPI or using information generated by AlchemyAPI, you are agreeing to be bound by the AlchemyAPI Terms of Use: http://www.alchemyapi.com/company/terms.html,,20160331125703-01-01,1-a873cdde4092f9628fb65452feaa9464
,,2016,03,31,13,14,12,13-00,236x392+224+86,OK,,4,,By accessing AlchemyAPI or using information generated by AlchemyAPI, you are agreeing to be bound by the AlchemyAPI Terms of Use: http://www.alchemyapi.com/company/terms.html,,20160331131412-13-00,1-e41308bbf7fa46b59d01cde96a343605
,,2016,03,31,13,14,59,14-01,112x68+326+176,OK,,4,,By accessing AlchemyAPI or using information generated by AlchemyAPI, you are agreeing to be bound by the AlchemyAPI Terms of Use: http://www.alchemyapi.com/company/terms.html,,20160331131459-14-01,1-c3ab5b841b0108d05ffd41040e2cee2b
,,2016,03,31,13,19,33,19-01,72x64+384+172,OK,,4,,By accessing AlchemyAPI or using information generated by AlchemyAPI, you are agreeing to be bound by the AlchemyAPI Terms of Use: http://www.alchemyapi.com/company/terms.html,,20160331131933-19-01,1-ab049c709618b54c566d515aed350008
,,2016,03,31,12,58,19,02-01,520x174+84+76,OK,,4,,By accessing AlchemyAPI or using information generated by AlchemyAPI, you are agreeing to be bound by the AlchemyAPI Terms of Use: http://www.alchemyapi.com/company/terms.html,,20160331125819-02-01,1-4529030921c31dc5df86320f77a09343
,,2016,03,31,13,07,28,09-01,70x94+408+100,OK,,4,,By accessing AlchemyAPI or using information generated by AlchemyAPI, you are agreeing to be bound by the AlchemyAPI Terms of Use: http://www.alchemyapi.com/company/terms.html,,20160331130728-09-01,1-3e5d16b5f0566110b9b82fe644a80ff3
,,2016,03,31,13,05,46,06-00,546x474+50+0,OK,,4,,By accessing AlchemyAPI or using information generated by AlchemyAPI, you are agreeing to be bound by the AlchemyAPI Terms of Use: http://www.alchemyapi.com/company/terms.html,,20160331130546-06-00,1-cf3afea7fff9b0153734280406dcb28e
0.28905,person,2016,03,31,12,09,20,230-00,54x144+400+334,,,,,,20160331120920-230-00.jpg,20160331120920-230-00,1-e96b1642025135f5ad81f995c234a5d8
,NO_TAGS,2016,03,31,07,00,08,136-00,36x94+210+206,,,,,,20160331070008-136-00.jpg,20160331070008-136-00,1-03d8b0c6f65305317e24f759fe5bd4de
,NO_TAGS,2016,03,31,12,23,06,240-00,44x58+226+186,,,,,,20160331122306-240-00.jpg,20160331122306-240-00,1-535190ecf69234a01f8bc5c3a0a42887
,NO_TAGS,2016,03,31,11,25,11,208-01,22x74+80+214,,,,,,20160331112511-208-01.jpg,20160331112511-208-01,1-33ba1c211a9a748d9ab096161791ac97
0.689974,person,2016,03,31,11,12,59,201-01,38x50+444+126,,,,,,20160331111259-201-01.jpg,20160331111259-201-01,1-fe31b9d48b008fd5d867aac95f2e1c02
,NO_TAGS,2016,03,31,09,10,46,177-00,38x54+420+278,,,,,,20160331091046-177-00.jpg,20160331091046-177-00,1-1a35876a29de4559d8797320d274f6b8
,NO_TAGS,2016,03,31,09,13,38,178-01,74x64+410+272,,,,,,20160331091338-178-01.jpg,20160331091338-178-01,1-ee41da7ed6463e31107d12c9b4597db9
0.5,person,2016,03,31,11,58,17,222-00,622x478+-5+0,,,,,,20160331115817-222-00.jpg,20160331115817-222-00,1-a2f9a6cc43f39adf3ac27eca255238a1
0.645656,person,2016,03,31,12,19,02,237-00,606x478+0+0,,,,,,20160331121902-237-00.jpg,20160331121902-237-00,1-b530dac88d3f711ba3018c2f5f0bff5e
0.310026,person,2016,03,31,11,45,35,216-01,614x234+4+134,,,,,,20160331114535-216-01.jpg,20160331114535-216-01,1-bd076fb8ceda62cb4f5f057e5facad74
0.331812,person,2016,03,31,07,25,04,143-01,104x432+328+0,,,,,,20160331072504-143-01.jpg,20160331072504-143-01,1-4d3c1b0d41366c2719af4532dbd1e49f
0.310026,person,2016,03,31,09,27,41,181-01,638x458+-18+20,,,,,,20160331092741-181-01.jpg,20160331092741-181-01,1-7bce804689d0e3d9b1e984afa354669b
,NO_TAGS,2016,03,31,07,48,55,152-01,32x74+126+316,,,,,,20160331074855-152-01.jpg,20160331074855-152-01,1-342e29007b8f5c27eae3f56ad73555c8
,NO_TAGS,2016,03,31,10,13,08,187-01,54x44+60+416,,,,,,20160331101308-187-01.jpg,20160331101308-187-01,1-77092dc6f6d3d4c5a7f6186d42f4c17a
0.75026,person,2016,03,31,11,57,17,221-00,46x70+388+188,,,,,,20160331115717-221-00.jpg,20160331115717-221-00,1-accfa9fd76397d17d77df42af42283cb
0.28905,person,2016,03,31,12,22,18,239-00,52x44+228+188,,,,,,20160331122218-239-00.jpg,20160331122218-239-00,1-706d1b1c64dfc3d130d3b02256300dae
,NO_TAGS,2016,03,31,11,14,57,203-00,106x170+400+206,,,,,,20160331111457-203-00.jpg,20160331111457-203-00,1-be3d8f963dca6cd2e439a725731c10d3
,NO_TAGS,2016,03,31,12,01,58,226-00,34x74+260+388,,,,,,20160331120158-226-00.jpg,20160331120158-226-00,1-758f0094355f9682a1335f96490c6a98
,NO_TAGS,2016,03,31,07,56,59,155-01,620x396+-25+82,,,,,,20160331075659-155-01.jpg,20160331075659-155-01,1-1b1ea2aa5b57af96a19e8a305495a14b
,NO_TAGS,2016,03,31,12,11,09,231-00,42x94+404+290,,,,,,20160331121109-231-00.jpg,20160331121109-231-00,1-ef7d180f795fa5115e1feb43950a4ef6
,NO_TAGS,2016,03,31,11,25,30,209-01,68x38+406+356,,,,,,20160331112530-209-01.jpg,20160331112530-209-01,1-c02ec29d32b27784bf911102a594b96d
,NO_TAGS,2016,03,31,11,09,24,197-01,38x78+258+382,,,,,,20160331110924-197-01.jpg,20160331110924-197-01,1-9094e017ecb52756d781bb8e091deb03
0.310026,person,2016,03,31,12,14,30,233-01,48x48+448+306,,,,,,20160331121430-233-01.jpg,20160331121430-233-01,1-1685c26b490c651a05dc5609cb490272
,NO_TAGS,2016,03,31,08,05,35,161-01,42x100+110+268,,,,,,20160331080535-161-01.jpg,20160331080535-161-01,1-98ef806af9e3f72ec812e875814193f2
0.268941,person,2016,03,31,11,54,20,217-01,56x84+396+214,,,,,,20160331115420-217-01.jpg,20160331115420-217-01,1-a0e07d66d9d7dd13a95390cdc7185c38
,NO_TAGS,2016,03,31,12,20,17,238-00,566x478+46+0,,,,,,20160331122017-238-00.jpg,20160331122017-238-00,1-839ca0619acded825207600c357cff03
,NO_TAGS,2016,03,31,08,52,24,171-00,30x58+260+404,,,,,,20160331085224-171-00.jpg,20160331085224-171-00,1-ef985cf74419af50bf9ad3943f8d432e
,NO_TAGS,2016,03,31,11,26,49,210-00,490x344+72+72,,,,,,20160331112649-210-00.jpg,20160331112649-210-00,1-4cc01e441e790925cfd67836c0bfa2d8
0.401312,person,2016,03,31,11,55,38,218-00,58x48+384+172,,,,,,20160331115538-218-00.jpg,20160331115538-218-00,1-6ae55769d58e3ca43c135f9f0f52304c
0.689974,person,2016,03,31,12,39,38,242-00,40x124+326+90,,,,,,20160331123938-242-00.jpg,20160331123938-242-00,1-01224d0c41fea19c562c454cace84d77
,NO_TAGS,2016,03,31,09,52,55,183-00,22x154+74+134,,,,,,20160331095255-183-00.jpg,20160331095255-183-00,1-aa31b44077090277d92ea10e84b33cbf
0.916827,person,2016,03,31,11,56,07,219-00,620x392+-6+0,,,,,,20160331115607-219-00.jpg,20160331115607-219-00,1-1298b67768d1aabc78698333823486f5
0.817574,person,2016,03,31,11,56,41,220-00,52x190+386+72,,,,,,20160331115641-220-00.jpg,20160331115641-220-00,1-28ad4cd6f934c7469f48593e27d48e66
0.28905,person,2016,03,31,12,01,28,225-00,630x248+11+182,,,,,,20160331120128-225-00.jpg,20160331120128-225-00,1-f025277f9eb1c6fa254f143db80a9d30
0.377541,person,2016,03,31,11,06,04,193-00,432x478+126+0,,,,,,20160331110604-193-00.jpg,20160331110604-193-00,1-4ef27fdc92fd301df5c25b7b6eecbbf5
,NO_TAGS,2016,03,31,12,15,54,234-01,450x244+24+168,,,,,,20160331121554-234-01.jpg,20160331121554-234-01,1-608ab6661c88e318e90e9039f4dc469c
,NO_TAGS,2016,03,31,12,16,38,235-00,38x50+102+288,,,,,,20160331121638-235-00.jpg,20160331121638-235-00,1-7eb56ec41c53561634375b3cbb5dd8fc
0.75026,person,2016,03,31,12,00,07,224-00,638x438+12+40,,,,,,20160331120007-224-00.jpg,20160331120007-224-00,1-f9a6c83899f639ec093235a34bbe7fbb
,NO_TAGS,2016,03,31,11,07,50,195-00,40x158+396+200,,,,,,20160331110750-195-00.jpg,20160331110750-195-00,1-adce234dc2356b92035843da504666ea
,NO_TAGS,2016,03,31,12,04,05,228-00,22x94+396+300,,,,,,20160331120405-228-00.jpg,20160331120405-228-00,1-1f64941e32d6d0841807d08e7179cf96
,NO_TAGS,2016,03,31,11,08,06,196-01,368x74+146+208,,,,,,20160331110806-196-01.jpg,20160331110806-196-01,1-c0a3434815347ad70ec38dbd260ae4d8
,NO_TAGS,2016,03,31,12,17,16,236-01,144x182+80+296,,,,,,20160331121716-236-01.jpg,20160331121716-236-01,1-1a3f0579b8903c66716a430f108ccde3
0.768525,person,2016,03,31,11,12,11,200-00,562x472+42+6,,,,,,20160331111211-200-00.jpg,20160331111211-200-00,1-d15e28839f9e87e50090aa2db6c6fc93
0.689974,person,2016,03,31,12,38,40,241-01,60x110+324+102,,,,,,20160331123840-241-01.jpg,20160331123840-241-01,1-39ddbb392d71b67830f8a8ee5886e44c
,NO_TAGS,2016,03,31,11,13,26,202-01,622x284+0+108,,,,,,20160331111326-202-01.jpg,20160331111326-202-01,1-52478243c011a0c96faf68ad266aac65
,NO_TAGS,2016,03,31,11,21,51,205-00,34x258+398+156,,,,,,20160331112151-205-00.jpg,20160331112151-205-00,1-3792df945482f9928e61f7ec2133a172
,NO_TAGS,2016,03,31,11,23,26,206-01,18x98+226+162,,,,,,20160331112326-206-01.jpg,20160331112326-206-01,1-c60d1ffd041eaee834cd10c8edbbf94d
,NO_TAGS,2016,03,31,11,37,35,215-00,42x60+426+276,,,,,,20160331113735-215-00.jpg,20160331113735-215-00,1-e01e0013b5707f0bd0f38b0319d98b21
0.401312,person,2016,03,31,13,38,23,01-00,52x208+378+60,,,,,,20160331133823-01-00.jpg,20160331133823-01-00,1-001ba87a6ec46827aa627772902241b5
0.880797,person,2016,03,31,15,21,36,02-00,34x58+292+136,,,,,,20160331152136-02-00.jpg,20160331152136-02-00,1-703625be9a7e4cfe96f1177ae19f9ba7
0.731059,person,2016,03,31,15,22,16,03-00,36x60+310+140,,,,,,20160331152216-03-00.jpg,20160331152216-03-00,1-c4d81f208292dce34f78f02634d70366
